wav_filename,wav_filesize,transcript
gm1_02_027.wav,156716,berlin five three three eight contact reims on one three four decimal four good bye
gm1_02_070.wav,34604,zero
gm1_02_058.wav,107180,europa three eight one turn left heading zero zero five
gm1_02_086.wav,92204,aero lloyd five one seven contact zurich on one
gm1_02_006.wav,171692,liberty four four four two contact milano on one two five decimal eight five good bye
gm1_02_166.wav,140588,france six six eight bonjour cleared passeiry torino flight level two nine zero
gm1_02_078.wav,139436,hamburg air two five four six continue present heading due to traffic
gm1_02_059.wav,207404,aero lloyd five six zero bonjour cleared ah passeiry bilsa flight level three three zero
gm1_02_124.wav,112940,lufthansa triple five zero descend to flight level one zero zero
gm1_02_065.wav,141740,transavia three two five six ah bonjour what's your position
gm1_02_112.wav,117548,europa three eight one own navigation direct to willisau
gm1_02_151.wav,117548,transwede one zero seven own navigation direct to bilsa
gm1_02_126.wav,195884,monarch two four four bonjour squawk five seven six six and climb to flight level three zero zero
gm1_02_129.wav,118700,hapag lloyd six five three climb to flight level three four zero
gm1_02_022.wav,146348,transavia three two five six contact reims on one three four decimal four good bye
gm1_02_118.wav,149804,europa three eight one contact zurich on one two five decimal eight five good bye
gm1_02_110.wav,212012,bonjour french line three five six one cleared direct torino flight level three one zero
gm1_02_034.wav,210860,saudia one five five you're identified cleared st prex dijon flight level three two zero
gm1_02_023.wav,190124,hapag lloyd one nine five bonjour cleared ah direct to bilsa flight level three three zero
gm1_02_169.wav,170540,alitalia three seven zero identified cleared aosta st prex dijon flight level three two zero
gm1_02_102.wav,239660,lufthansa five five five zero bonjour maintain two nine zero st prex passeiry
gm1_02_161.wav,193580,november one four five whiskey identified cleared aosta st prex dijon climb to flight level three eight zero
gm1_02_020.wav,142892,aero lloyd five one seven continue present heading due to traffic
gm1_02_171.wav,155564,europa three six one contact zurich on one three four decimal six good bye
gm1_02_043.wav,182060,german air force three three four bonjour maintain flight level three two zero via passeiry epinal
gm1_02_004.wav,139436,alitalia three six four contact reims on one three four decimal four good bye
gm1_02_096.wav,126764,saudia one five five descend to flight level three zero zero
gm1_02_008.wav,199340,alitalia three zero one bonjour cleared passeiry torino flight level three three zero
gm1_02_055.wav,118700,alitalia three zero one descend to flight level two seven zero
gm1_02_088.wav,76076,aero lloyd five one seven geneva
gm1_02_142.wav,121004,transwede one zero seven due to traffic continue present heading
gm1_02_111.wav,160172,ascot nine three one nine contact reims on one three two decimal two seven good bye
gm1_02_026.wav,144044,speedbird five six three contact radar on one two eight decimal one five good bye
gm1_02_139.wav,124460,l t u seven seven five six turn left heading two two zero
gm1_02_098.wav,167084,sabena nine seven zero contact reims on one three four decimal four good bye
gm1_02_087.wav,163628,aero lloyd five one seven contact zurich on one three four one three four decimal six good bye
gm1_02_037.wav,145196,topswiss four five seven eight contact marseille one two five eight five good bye
gm1_02_007.wav,153260,lufthansa four seven two three contact zurich on one three four decimal six good bye
gm1_02_049.wav,245420,saudia one five five descend to flight level three one zero due to traffic and own navigation direct to dijon
gm1_02_040.wav,161324,europa three eight one bonjour cleared kines st prex willisau flight level three four zero
gm1_02_044.wav,93356,cross air five one two turn right to willisau
gm1_02_137.wav,176300,l t u seven seven five six bonjour maintain three one zero and ah stand by for climb
gm1_02_031.wav,116396,roger contact reims one three four decimal four
gm1_02_093.wav,185516,hapag lloyd six five three bonjour maintain flight level three one zero passeiry bilsa
gm1_02_047.wav,123308,saudia one five five due to traffic continue present heading
gm1_02_099.wav,191276,alitalia two three four contact reims on one three two two seven good bye
gm1_02_173.wav,140588,november one four five whiskey contact radar on one two eight decimal one five good bye
gm1_02_002.wav,149804,airfrans six five zero one contact paris on one three three decimal eight two good bye
gm1_02_083.wav,160172,cross air five one two contact zurich on one two five decimal eight five good bye
gm1_02_013.wav,191276,aero lloyd five one seven bonjour cleared kines st prex willisau flight level three two zero
gm1_02_025.wav,102572,speedbird five eight zero bonjour call you back for further descent
gm1_02_056.wav,169388,ascot nine three one nine identified cleared st prex rolampont flight level three four zero
gm1_02_097.wav,147500,saudia one five five contact paris on one three three decimal eight two good bye
gm1_02_077.wav,76076,stand by i'll call you back for higher
gm1_02_054.wav,140588,luxair five five one contact milano one two five eight five good bye
gm1_02_114.wav,203948,alitalia two six two identified climb to flight level three two zero via aosta st prex rolampont
gm1_02_170.wav,186668,foxtrot delta tango you're identified cleared st prex arbos epinal climb to flight level three two zero
gm1_02_095.wav,121004,alitalia two six two bonjour i'll call you back
gm1_02_053.wav,205100,ascot nine three one nine bonjour squawk five seven three three
gm1_02_033.wav,116396,sabena nine seven zero climb to flight level three four zero
gm1_02_032.wav,114092,alitalia two three four bonjour squawk five seven seven five
gm1_02_148.wav,176300,l t u seven seven five six report radar heading to geneva one two eight decimal one five good bye
gm1_02_121.wav,186668,hapag lloyd six five three continue present heading to permit climb
gm1_02_092.wav,198188,cross air five one two ah zurich one two five eight five
gm1_02_048.wav,149804,cross air six eight zero contact marseille one two five decimal eight five good bye
gm1_02_074.wav,294956,cross air five five one two descend to flight level two eight zero correction cross air five one two descend to flight level two eight zero with two thousand feet per minute
gm1_02_128.wav,243116,roystar six nine s correction six four nine four contact reims on one three four decimal four good bye
gm1_02_082.wav,235052,cross air two six six zero bonjour maintain ah climb to flight level two eight zero and ah turn right ten degrees
gm1_02_117.wav,103724,fox tango lima bonjour i'll call you back for further descent
gm1_02_154.wav,148652,november one four five whiskey bonjour stand by for change of code
gm1_02_152.wav,194732,sunwing five two zero three bonjour cleared ah kines st prex willisau flight level three four zero
gm1_02_017.wav,209708,speedbird five six three you're identified cleared aosta st prex rolampont climb to flight level three four zero initially
gm1_02_100.wav,148652,swissair six seven five two turn left to kamas direct
gm1_02_089.wav,91052,aero lloyd five one seven geneva
gm1_02_009.wav,121004,luxair five five one resume your navigation direct to torino
gm1_02_167.wav,118700,foxtrot delta tango bonjour squawk five seven six five
gm1_02_103.wav,217772,europa three six one bonjour maintain flight level three four zero kines st prex willisau
gm1_02_130.wav,194732,monarch two four four identified cleared aosta st prex rolampont flight level three zero zero
gm1_02_001.wav,208556,cross air six eight zero bonjour cleared st prex then direct bilsa climb to flight level two nine zero
gm1_02_063.wav,164780,alitalia three zero one contact milano one two five decimal eight five good bye
gm1_02_064.wav,146348,viva nine zero eight one turn right to willisau
gm1_02_062.wav,142892,alitalia three hundred contact paris on one three three decimal eight two good bye
gm1_02_106.wav,190124,viva nine zero eight one contact ah zurich one three four decimal six good bye
gm1_02_143.wav,104876,hapag lloyd six five three climb to flight level three five zero
gm1_01_193.wav,144044,swissair six nine three descend to flight level two two zero
gm1_01_170.wav,117548,swissair six nine three bonjour maintain flight level three hundred
gm1_01_116.wav,155564,aero lloyd five three three turn ah right to willisau
gm1_01_140.wav,123308,alitalia two one six contact reims one three two two seven good bye
gm1_01_131.wav,270764,spar eight nine nine bonjour maintain flight level three three zero and ah for the time proceed st prex la tour du pin
gm1_01_044.wav,157868,lufthansa four seven zero three contact zurich one three four decimal six good bye
gm1_01_038.wav,125612,bonjour t w a eight hundred descend to flight level two seven zero
gm1_01_041.wav,119852,shamrock six seven seven squawk five seven seven six
gm1_01_127.wav,154412,sunwing five one two three contact reims on one three four decimal four good bye
gm1_01_043.wav,110636,merair seven six six ah bonjour i'll call you back for further descent
gm1_01_119.wav,123308,lufthansa four four zero eight minimum rate two thousand five hundred feet per minute
gm1_01_056.wav,50732,one two eight one five
gm1_01_155.wav,150956,swissair six eight seven contact zurich one two five eight five good bye
gm1_01_138.wav,164780,gibair nine eight eight lima contact milano one two five eight five good bye
gm1_01_125.wav,232748,condor four nine nine bonjour cleared ah direct arbos then epinal flight level three four zero
gm1_01_134.wav,89900,two five seven seven bonjour squawk five seven three one
gm1_01_079.wav,199340,k l m three seven six you're identified cleared st prex arbos epinal climb to flight level three two zero
gm1_01_077.wav,121004,speedbird five six nine are you able to climb to flight level three six zero
gm1_01_182.wav,129068,transavia three five one three bonjour cleared direct bilsa flight level three three zero
gm1_01_164.wav,119852,portugalia five four three climb to flight level three five zero
gm1_01_020.wav,154412,color six zero seven bonjour cleared kines st prex willisau flight level three four zero
gm1_01_042.wav,142892,speedway two three five two contact zurich on one three four decimal six good bye
gm1_01_147.wav,235052,sabena nine six two bonjour i'll call you back break alitalia two four two own navigation to arbos
gm1_01_197.wav,145196,swissair six nine three contact zurich on one two five eight five good bye
gm1_01_055.wav,178604,topswiss four five five two contact radar on one two eight decimal one five good bye
gm1_01_034.wav,55340,roger expect
gm1_01_142.wav,112940,two five seven seven contact radar one two eight one five good bye
gm1_01_145.wav,114092,and sabena nine six eight climb to flight level three one zero initially
gm1_01_016.wav,177452,alitalia one one zero identified cleared st prex arbos epinal flight level three zero zero
gm1_01_101.wav,119852,l t u one six zero two continue climb to flight level three five zero
gm1_01_202.wav,58796,roger stand by for climb
gm1_01_032.wav,125612,topswiss four five five two climb to flight level three two zero
gm1_01_054.wav,195884,iberia two six six three descend to flight level two two zero and turn right to bern
gm1_01_111.wav,126764,tunair seven six six contact reims on one three four four good bye
gm1_01_082.wav,215468,skyfox one zero six bonjour maintain flight light two seven zero when reaching and continue present heading
gm1_01_105.wav,250028,t w a eight eight one bonjour maintain flight level three four zero and squawk two five seven five
gm1_01_121.wav,152108,lufthansa four four zero eight contact marseille one two five eight five good bye
gm1_01_137.wav,259244,speedbird two five seven seven identified cleared aosta st prex rolampont and climb to flight level three four zero
gm1_01_187.wav,233900,sata nine six zero one bonjour cleared direct la tour du pin flight level three three zero
gm1_01_076.wav,135980,lufthansa four four zero eight bonjour cleared direct passeiry flight level three one zero
gm1_01_144.wav,168236,sabena nine six eight to permit climb turn left heading ah two nine zero
gm1_01_004.wav,107180,hapag lloyd one two four climb to flight level three six zero
gm1_01_064.wav,202796,k l m three seven six bonjour call ah reims on one three four four good bye
gm1_01_078.wav,65708,roger call you back expect
gm1_01_100.wav,208556,alitalia two four two identified cleared aosta st prex rolampont flight level two eight zero and stand by for climb
gm1_01_098.wav,145196,cross air six nine five contact zurich on one two five decimal eight five good bye
gm1_01_205.wav,150956,futura nine three three follow climb with radar on one two eight one five good bye
gm1_01_018.wav,149804,cross air six six three bonjour cleared kines st prex willisau flight level three two zero
gm1_01_027.wav,112940,roger alitalia one one zero climb to flight level three two zero
gm1_01_123.wav,244268,cross air six eight six bonjour cleared direct la tour du pin and continue climb to flight level two nine zero
gm1_01_103.wav,215468,shamrock six seven seven contact reims on one three two two seven good bye
gm1_01_081.wav,156716,cross air six six three contact zurich on one two five decimal eight five good bye
gm1_01_108.wav,144044,so alitalia three two three cleared passeiry torino flight level three three zero
gm1_01_039.wav,123308,four four seven six bonjour maintain flight level three zero zero
gm1_01_030.wav,162476,alitalia six zero six contact reims on one three two decimal two seven good bye
gm1_01_028.wav,117548,bonjour britannia one zero eight bravo squawk four four one two
gm1_01_094.wav,104876,tunair seven six six descend to flight level two eight zero
gm1_01_097.wav,112940,alitalia two four two bonjour squawk five seven three three
gm1_01_129.wav,123308,sabena three seven six contact reims one three four decimal four good bye
gm1_01_022.wav,232748,topswiss four five five two bonjour cleared direct la tour du pin flight level two eight zero and stand by for further climb
gm1_01_114.wav,172844,t w a eight eight one identified cleared st prex rolampont flight level three four zero
gm1_01_195.wav,147500,futura nine three two bonjour cleared direct la tour du pin flight level three three zero
gm1_01_199.wav,169388,taitian seven zero three bonjour cleared ah st prex bern flight level three two zero
gm1_01_109.wav,108332,alitalia two four two climb to flight level three zero zero
gm1_01_068.wav,97964,cross air six six three descend to flight level two two zero
gm1_01_106.wav,191276,lufthansa five nine three one bonjour maintain flight level three zero zero st prex willisau
gm1_01_046.wav,152108,futura nine three one bonjour cleared ah direct la tour du pin flight level three three zero
gm1_01_165.wav,118700,five four three contact radar on one two eight one five good bye
gm1_01_063.wav,122156,speedbird five six nine bonjour squawk five seven six three
gm1_01_092.wav,108332,k l m three seven six climb to flight level three three zero
gm1_01_083.wav,116396,cross air six nine five descend to flight level two two zero
gm1_01_143.wav,94508,aero lloyd five six seven continue present heading
gm1_01_095.wav,201644,alitalia two one six identified cleared st prex arbos epinal climb to flight level three zero zero
gm1_01_024.wav,114092,cross air six nine five bonjour maintain flight level three zero zero
gm1_01_112.wav,114092,two one six zero two contact radar one two eight one five good bye
gm1_01_192.wav,206252,five zero one bonjour cleared st prex then direct kamas climb to flight level three one zero
gm1_01_136.wav,182060,aero lloyd five six seven bonjour maintain flight level three two zero kines st prex arbos epinal
gm1_01_149.wav,82988,five four three confirm your requested level
gm1_01_086.wav,114092,does not interfere with your flight planned routing
gm1_01_066.wav,135980,roger remain on this frequency and i'll call you back for squawk change
gm1_01_156.wav,156716,t w a eight eight one contact reims one three two two seven good bye
gm1_01_052.wav,243116,sunwing five one two three bonjour cleared st prex kir correction kines st prex arbos epinal flight level three zero zero
gm1_01_059.wav,59948,roger i'll call you back for further climb
gm1_01_133.wav,76076,roger fly heading two five zero
gm1_01_015.wav,87596,okay so flight planned routing
gm1_01_124.wav,140588,skyfox one zero six resume you're own navigation direct to kamas
gm1_01_183.wav,111788,swissair six five nine descend to flight level two two zero
gm1_01_203.wav,168236,five two three bonjour cleared kines st prex willisau flight level three two zero
gm1_01_053.wav,135980,alitalia one one zero contact reims on one three four decimal four good bye
gm1_01_011.wav,135980,alitalia one one zero bonjour squawk five seven six four
gm1_01_048.wav,152108,condor triple six bonjour maintain flight level three one zero passeiry la tour du pin
gm1_01_174.wav,126764,condor four nine nine contact reims one three four decimal four good bye
gm1_01_167.wav,135980,skyfox one zero six contact marseille one two five eight five good bye
gm1_01_001.wav,172844,alitalia six zero six identified cleared st prex rolampont flight level three four zero
gm1_01_189.wav,135980,alitalia three seven nine contact milano one two five eight five good bye
gm1_01_047.wav,178604,condor six zero seven turn right heading ah zero zero five
gm1_01_173.wav,153260,cross air six eight six contact marseille one two five eight five good bye
gm1_01_012.wav,167084,iberia three five three zero contact zurich on one three four decimal six good bye
gm1_01_150.wav,34604,roger
gm1_01_073.wav,112940,tunair seven six six descend to flight level three one zero
gm1_01_090.wav,153260,condor six zero seven contact zurich on one three four decimal six good bye
gm1_01_050.wav,288044,shamrock six seven seven roger you're identified climb to flight level three four zero for your cruise via aosta st prex rolampont
gm1_01_096.wav,109484,correction st prex rolampont flight level three zero zero
gm1_01_010.wav,165932,speedbird five zero six zero contact milano on one two five decimal eight five good bye
gm1_01_158.wav,110636,spar eight nine nine turn left heading to three zero
gm1_01_130.wav,100268,ah correction k l m three seven six reims one three four four
gm1_01_021.wav,245420,omega two five zero two bonjour cleared st prex then direct bilsa flight level three one zero
gm1_01_198.wav,165932,alitalia two two eight identified cleared st prex rolampont climb to flight level three two zero
zf2_05_013.wav,135980,hamburg air two five zero two contact geneva one three three one five bye bye
zf2_05_111.wav,85292,alitalia four zero four right turn ten degrees
zf2_05_213.wav,162476,speedbird two eight three nine radar contact flight planned route and confirm your requested level
zf2_05_108.wav,122156,alitalia four oh four good afternoon squawk seven five three two
zf2_05_038.wav,147500,lufthansa four seven zero three contact milan one three four five two bye bye
zf2_05_203.wav,70316,sata nine six zero one direct st prex
zf2_05_222.wav,47276,roger radar contact
zf2_05_208.wav,117548,lufthansa four six six five contact milan one three four five two bye bye
zf2_05_163.wav,71468,roger your rate of climb at least two thousand
zf2_05_028.wav,208556,lufthansa five three zero five own navigation direct tango and further contact rhein control on one three two decimal four bye bye
zf2_05_158.wav,132524,airfrans six seven zero contact milan one three four five two bye bye
zf2_05_131.wav,94508,airfrans six seven zero own navigation canne
zf2_05_219.wav,134828,airfrans six eight zero contact milan on one three four five two bye bye
zf2_05_006.wav,115244,alitalia one five eight radar contact call you back with direct
zf2_05_118.wav,125612,portugalia five four three contact geneva one three three one five
zf2_05_057.wav,139436,lufthansa four four zero eight contact geneva one three three one five bye bye
zf2_05_137.wav,111788,cross air five one eight ah confirm type of aircraft
zf2_05_157.wav,129068,airlink one three contact milan one three four five two bye bye
zf2_05_086.wav,244268,airfrans zero nine november resume own navigation direct hochwald and morok and further contact reims one three four decimal four bye bye
zf2_05_248.wav,125612,belstar four five zero nine good afternoon squawk five seven zero seven
zf2_05_033.wav,221228,tarom seven five three four good afternoon radar contact maintain flight level three three zero proceed trasadingen zurich east fusse
zf2_05_228.wav,76076,roger your rate of climb at least two thousand
zf2_05_211.wav,118700,lufthansa five five zero four and milan one three four five two bye bye
zf2_05_024.wav,135980,balkan four three one contact ah reims on one three four four bye
zf2_05_129.wav,170540,lufthansa three six zero four contact milan on re frequency one three four five two bye bye
zf2_05_084.wav,160172,lufthansa four seven zero zero good afternoon radar contact trasadingen st prex
zf2_05_041.wav,178604,roger airfrans two six two one radar contact anyhow squawk two seven seven three
zf2_05_148.wav,27692,alitalia
zf2_05_179.wav,66860,cross air five one eight direct tango
zf2_05_171.wav,140588,alitalia four one six contact rhein control one three two decimal four bye bye
zf2_05_121.wav,161324,airfrans six seven zero descend flight level two five zero rate at least two thousand five hundred
zf2_05_030.wav,182060,alitalia six four seven four contact ahm rhein control on one two zero nine two bye bye
zf2_05_066.wav,82988,reach one five three direct dinkelsbuhl
zf2_05_119.wav,194732,french air force four four one zero own navigation fusse contact milan one three four five two bye
zf2_05_125.wav,101420,alitalia three two four radar contact flight planned route
zf2_05_068.wav,271916,lufthansa three six zero four good afternoon radar contact maintain flight level two nine zero proceed trasadingen saronno two nine zero cruising level
zf2_05_218.wav,148652,roger israeli four four two amendment c descend flight level two nine zero
zf2_05_186.wav,89900,sata s nine six zero one turn right ten degrees
zf2_05_002.wav,139436,tarom seven five three three contact reims one three four decimal four bye
zf2_05_160.wav,200492,merair six nine five two good afternoon radar contact maintain flight level two nine zero for the time trasadingen saronno
zf2_05_009.wav,51884,that's correct stand that routing
zf2_05_046.wav,80684,station calling say again your callsign please
zf2_05_168.wav,96812,golf juliett india descend flight level two five zero
zf2_05_235.wav,176300,alitalia one three five good afternoon radar contact maintain flight level three one zero continue heading
zf2_05_132.wav,150956,lufthansa four seven zero zero contact geneva on one three three one five bye bye
zf2_05_087.wav,110636,that's correct and contact reims one three four decimal four
zf2_05_082.wav,58796,yeah just fly heading of two eight zero
zf2_05_085.wav,130220,air malta four five zero good afternoon squawk seven five three four
zf2_05_112.wav,186668,airfrans six seven zero good afternoon descend flight level three three zero on radar heading of one nine zero
zf2_05_193.wav,140588,lufthansa three five five zero descend flight level two five zero
zf2_05_214.wav,12716,you
zf2_05_191.wav,25388,affirm
zf2_05_192.wav,107180,airfrans six eight zero descend to flight level two five zero
zf2_05_138.wav,96812,alright and confirm you're looking for three hundred to cruise
zf2_05_126.wav,86444,tunis air four eight zero two direct karlsruhe
zf2_05_089.wav,171692,air malta four five zero radar contact proceed inbound ageri zurich east nelli
zf2_05_202.wav,100268,lufthansa four six six five descend flight level two nine zero
zf2_05_032.wav,44972,condor triple six
zf2_05_185.wav,101420,airfrans six eight zero descend flight level three three zero
zf2_05_141.wav,134828,air malta four five zero contact rhein control one three two decimal four bye bye
zf2_05_232.wav,54188,that's correct direct fribourg
zf2_05_098.wav,167084,good afternoon airlink one three radar contact maintain flight level three one zero flight planned route
zf2_05_176.wav,170540,lufthansa four six six five good afternoon radar contact descend to flight level three four zero
zf2_05_015.wav,245420,good afternoon lufthansa four four zero eight radar contact continue advi as cleared i'll call you back with climb in approximately twenty miles
zf2_05_204.wav,175148,lufthansa three five five zero further contact milan on ah one tw three four decimal five two bye bye
zf2_05_181.wav,145196,airfrans six eight zero roger descend flight level three four zero
zf2_05_155.wav,53036,aero lloyd five three three
zf2_05_238.wav,117548,alitalia two nine one descend flight level two five zero
zf2_05_037.wav,159020,french line nine one six five contact ah milan one three four five two bye bye
zf2_05_140.wav,103724,sata nine six zero one continue heading until advised
zf2_05_072.wav,122156,spar eight nine good afternoon squawk two seven seven four
zf2_05_149.wav,125612,alitalia four one six and alitalia four zero four inbound zurich east
zf2_05_071.wav,114092,bama one five contact milan one three four five two bye bye
zf2_05_104.wav,209708,air berlin five two six one good afternoon radar contact maintain flight level three three zero trasadingen st prex
zf2_05_106.wav,139436,lufthansa three five five zero good afternoon radar contact trasadingen canne
zf2_05_240.wav,186668,sunwing five two one two good afternoon radar contact maintain three three zero for the time trasadingen st prex
zf2_05_025.wav,118700,lufthansa four four zero eight climb flight level three one zero
zf2_05_180.wav,95660,delta foxtrot sierra roger i'll call you back
zf2_05_047.wav,144044,alitalia one five zero roger squawk two seven four five
zf2_05_052.wav,172844,japan air four one nine contact milan on one three four five two bye bye
zf2_05_197.wav,178604,merair six nine four four good afternoon maintain three three zero trasadingen and then canne
zf2_05_117.wav,124460,i f o two two bravo good afternoon squawk seven five three five
zf2_05_020.wav,121004,lufthansa four three nine zero milan one three four five two bye
zf2_05_246.wav,95660,tunis air four six nine four radar contact
zf2_05_239.wav,121004,alitalia one three five slightly left t by ten degrees
zf2_05_127.wav,185516,i f o two two bravo radar contact maintain flight level three four zero trasadingen luxeuil
zf2_05_170.wav,99116,alitalia three two four turn left for hochwald
zf2_05_043.wav,78380,speedway three three five two
zf2_05_035.wav,239660,good afternoon japan air four one nine radar contact descend flight level two five zero the rate at least two thousand until passing three three zero
zf2_05_209.wav,124460,cross air five one eight contact rhein control on one three two decimal four bye
zf2_05_100.wav,190124,alitalia four one six good afternoon squawk zero four two zero correction seven five three three sorry
zf2_05_245.wav,268460,algerie ah two zero seven three good afternoon radar contact maintain flight level two nine zero trasadingen st prex two nine zero cruising level
zf2_05_229.wav,103724,airfrans six four seven contact reims one three four four bye
zf2_05_099.wav,185516,lauda one zero nine good afternoon ahm maintain flight level three four zero squawk two seven four six
zf2_05_152.wav,142892,good afternoon golf juliett india radar contact descend flight level three three zero
zf2_05_231.wav,106028,aerovic one zero six one descend flight level two five zero
zf2_05_049.wav,100268,l t u one six zero two left turn ten degrees
zf2_05_083.wav,144044,airfrans two six two one contact reims one three four decimal four bye bye
zf2_05_055.wav,110636,airfrans six eight nine turn left inbound hochwald morok
zf2_05_216.wav,123308,sata nine six zero one contact geneva one three three one five bye
zf2_05_251.wav,148652,good afternoon air portugal five six seven radar contact squawk two seven five four
zf2_05_151.wav,201644,lufthansa five five zero four good afternoon radar contact maintain flight level three three zero proceed direct fribourg
zf2_05_105.wav,121004,aero lloyd five three three good afternoon radar contact direct nelli
zf2_05_078.wav,279980,spar eight nine for further climb contact radar on one three three decimal four and ah state your heading to radar bye bye
zf2_05_175.wav,192428,alitalia two nine one good afternoon radar contact maintain flight level three three zero trasadingen canne
zf2_05_241.wav,104876,speedbird two eight three nine turn left inbound hochwald morok
zf2_05_092.wav,140588,condor six zero seven contact rhein control on one three two decimal four bye bye
zf2_05_103.wav,221228,lauda one zero nine radar contact maintain flight level three four zero and set course inbound hochwald luxeuil
zf2_05_154.wav,139436,aero lloyd five three three contact rhein control on one three two decimal four bye bye
zf2_05_102.wav,201644,french air force four four one zero descend to flight level two nine zero and radar a heading of zero nine zero
zf2_05_172.wav,144044,alitalia four zero four contact rhein control one three two decimal four bye bye
zf2_05_183.wav,100268,israeli four four two good afternoon call you back with lower
zf2_05_177.wav,149804,lufthansa five nine three one contact rhein control on one three two decimal four bye bye
zf2_05_184.wav,173996,lufthansa five five zero four descend flight level two five zero your rate of descent at least two thousand five hundred
zf2_05_074.wav,42668,roger call you back
zf2_05_135.wav,137132,sata nine six zero one good afternoon squawk two seven six four
zf2_05_017.wav,162476,bama one five roger due to crossing traffic turn right heading of one eight zero i'll call you back with direct again
zf2_05_036.wav,106028,lufthansa four four zero eight continue climb level three three zero
zf2_05_139.wav,112940,alright cross air five one eight then climb flight level three zero zero
zf2_05_188.wav,17324,del
zf2_05_116.wav,127916,alitalia three two four good afternoon squawk five seven four seven
zf2_05_107.wav,156716,alitalia four one six radar contact climb flight level three zero zero final level
zf2_05_249.wav,127916,merair six nine five two contact milan one three four five two bye
zf2_05_250.wav,119852,alitalia two nine one contact milan one three four five two bye bye
zf2_05_147.wav,125612,airfrans six four seven good afternoon squawk five seven two seven
zf2_05_199.wav,62252,roger what is your position
zf2_05_200.wav,103724,i f o two two bravo contact reims one three four four bye
zf2_05_029.wav,177452,k l m three four six contact now rhein control on one two zero nine two bye bye
zf2_05_169.wav,147500,sorry i missed ah your destination descend flight level two nine zero
zf2_05_143.wav,168236,lufthansa four seven seven zero
zf2_05_230.wav,109484,israeli four four two own navigation direct canne
zf2_05_237.wav,186668,aerovic one zero six one contact geneva on contact milan one three four five two bye bye
zf2_05_164.wav,92204,i f o two two bravo inbound luxeuil
zf2_05_174.wav,20780,roger
zf2_05_027.wav,69164,speedway three three five two
zf2_05_195.wav,91052,sabena eight zero six turn right one five degrees
zf2_05_063.wav,243116,l t u six six correction l t u one six zero two contact now geneva one three three decimal one five bye bye
zf2_05_005.wav,191276,lufthansa four seven zero three good afternoon radar contact maintain flight level three four zero zurich east fusse
zf2_05_113.wav,123308,air malta one zero four due to traffic descend flight level three three zero
zf2_05_227.wav,169388,sabena eight zero six i ah turn now left heading of ah three four zero
zf2_05_110.wav,80684,alitalia four one six right turn ten degrees
zf2_02_042.wav,130220,hapag lloyd six five three continue climb flight level three four zero
zf2_02_201.wav,129068,hapag lloyd three five five one good morning radar contact call you back with lower
zf2_02_083.wav,154412,air berlin five zero eight one contact geneva on ah one three three one five bye bye
zf2_02_114.wav,240812,gulf air zero three two set course direct ah fusse and contact now milan one three four five two bye bye
zf2_02_077.wav,87596,gulf air zero three two set course direct fusse
zf2_02_021.wav,213164,good morning emirates eight one radar contact proceed trasadingen zurich east fusse
zf2_02_162.wav,121004,united six nine contact milan one three four five two bye bye
zf2_02_131.wav,88748,oscar alfa victor set course direct st prex
zf2_02_143.wav,116396,united six nine descend to flight level two nine zero
zf2_02_064.wav,167084,swissair six five five two good morning radar contact continue climb flight level two nine zero
zf2_02_139.wav,153260,saudia three four one set course direct fusse contact milan one three four five two bye bye
zf2_02_210.wav,104876,roger further contact milan one three four five two bye
zf2_02_058.wav,203948,okay sorry hapag lloyd one seven one ah radar contact continue climb flight level two nine zero
zf2_02_071.wav,63404,aero lloyd five one seven
zf2_02_028.wav,168236,t w a eight eight one contact milan one three four decimal five two bye
zf2_02_106.wav,66860,airfrans one five five four
zf2_02_155.wav,232748,alitalia four zero one good morning radar contact maintain flight level two nine zero proceed trasadingen canne
zf2_02_112.wav,214316,lufthansa four three nine three own navigation direct fusse contact milan one three four five two bye bye
zf2_02_088.wav,146348,u s air one four descend flight level three four zero left turn heading zero nine zero
zf2_02_176.wav,144044,lufthansa eight two two one contact milan one three four decimal five two bye bye
zf2_02_018.wav,168236,sabena seven eight one six further climb clearance contact radar one three three five four bye
zf2_02_101.wav,111788,lufthansa triple five zero resume own navigation inbound fribourg
zf2_02_068.wav,133676,ingishire correction foxtrot sierra india descend flight level two five zero
zf2_02_199.wav,119852,alitalia four zero one milan one three four five two bye bye
zf2_02_027.wav,39212,roger call you back
zf2_02_196.wav,160172,good morning delta seven six ah radar contact descend flight level three three zero
zf2_02_148.wav,165932,transwede one zero seven contact geneva one three three one five bye bye
zf2_02_182.wav,131372,netherlands air force four one four descend flight level two five zero
zf2_02_051.wav,123308,emirates eight one contact milan one three four five two bye bye
zf2_02_127.wav,170540,u s air one four own navigation direct fusse contact milan one three four five two bye bye
zf2_02_069.wav,134828,airfrans three five six radar contact climb flight level three two zero
zf2_02_193.wav,203948,good morning turkish nine two five ah squawk one zero zero five and proceed direct hochwald morok
zf2_02_046.wav,172844,air inter three two zero papa hotel radar contact climb flight level three two zero
zf2_02_011.wav,48428,roger identified
zf2_02_170.wav,177452,alitalia two nine two contact rhein control on one two zero decimal nine two bye bye
zf2_02_177.wav,142892,shamrock four eight two two contact milan one three four decimal five two bye bye
zf2_02_043.wav,152108,air inter three two zero papa hotel good morning squawk two seven one two
zf2_02_095.wav,109484,lufthansa four three nine three set course direct fusse
