client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
xxx-id	zf2_05_203	sata nine six zero one direct st prex 						en	
xxx-id	zf2_05_156	aero lloyd five three three contact rhein control one three two decimal four bye bye 						en	
xxx-id	zf2_05_208	lufthansa four six six five contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_093	air malta one zero four radar contact call you back with further routing 						en	
xxx-id	zf2_05_222	roger radar contact 						en	
xxx-id	zf2_05_034	alitalia one five eight proceed now direct luxeuil 						en	
xxx-id	zf2_05_028	lufthansa five three zero five own navigation direct tango and further contact rhein control on one three two decimal four bye bye 						en	
xxx-id	zf2_05_163	roger your rate of climb at least two thousand 						en	
xxx-id	zf2_05_219	airfrans six eight zero contact milan on one three four five two bye bye 						en	
xxx-id	zf2_05_022	lufthansa three five zero five your heading now 						en	
xxx-id	zf2_05_131	airfrans six seven zero own navigation canne 						en	
xxx-id	zf2_05_075	reach six zero one five three contact rhein control on ah one three two decimal four bye bye 						en	
xxx-id	zf2_05_006	alitalia one five eight radar contact call you back with direct 						en	
xxx-id	zf2_05_018	lufthansa four seven zero three descend flight level two nine zero 						en	
xxx-id	zf2_05_057	lufthansa four four zero eight contact geneva one three three one five bye bye 						en	
xxx-id	zf2_05_067	[FRAGMENT] 						en	
xxx-id	zf2_05_118	portugalia five four three contact geneva one three three one five 						en	
xxx-id	zf2_05_137	cross air five one eight ah confirm type of aircraft 						en	
xxx-id	zf2_05_086	airfrans zero nine november resume own navigation direct hochwald and morok and further contact reims one three four decimal four bye bye 						en	
xxx-id	zf2_05_133	alitalia four one six continue inbound ageri zurich east nelli 						en	
xxx-id	zf2_05_157	airlink one three contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_145	yeah lufthansa four seven zero zero could you give ah geneva one three three one five please 						en	
xxx-id	zf2_05_079	[FRAGMENT] 						en	
xxx-id	zf2_05_070	alitalia one five eight contact reims one three four four bye 						en	
xxx-id	zf2_05_248	belstar four five zero nine good afternoon squawk five seven zero seven 						en	
xxx-id	zf2_05_220	lufthansa four two two three good afternoon radar contact trasadingen zurich east fusse 						en	
xxx-id	zf2_05_033	tarom seven five three four good afternoon radar contact maintain flight level three three zero proceed trasadingen zurich east fusse 						en	
xxx-id	zf2_05_211	lufthansa five five zero four and milan one three four five two bye bye 						en	
xxx-id	zf2_05_024	balkan four three one contact ah reims on one three four four bye 						en	
xxx-id	zf2_05_233	sabena eight zero six ah resume own navig= continue present heading and contact radar on a frequency one three three decimal four state your heading to radar bye bye 						en	
xxx-id	zf2_05_228	roger your rate of climb at least two thousand 						en	
xxx-id	zf2_05_194	roger rate two thousand at least 						en	
xxx-id	zf2_05_129	lufthansa three six zero four contact milan on re= frequency one three four five two bye bye 						en	
xxx-id	zf2_05_061	tarom seven five three four contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_041	roger airfrans two six two one radar contact anyhow squawk two seven seven three 						en	
xxx-id	zf2_05_073	spar eight nine radar contact proceed on radar heading of two five five and i'll have to give you radar change are you looking for higher or lower 						en	
xxx-id	zf2_05_084	lufthansa four seven zero zero good afternoon radar contact trasadingen st prex 						en	
xxx-id	zf2_05_171	alitalia four one six contact rhein control one three two decimal four bye bye 						en	
xxx-id	zf2_05_030	alitalia six four seven four contact ahm rhein control on one two zero nine two bye bye 						en	
xxx-id	zf2_05_217	israeli four four two turn right heading of one nine zero descend to flight level two seven zero 						en	
xxx-id	zf2_05_179	cross air five one eight direct tango 						en	
xxx-id	zf2_05_207	golf juliett india contact milan on ah one three four five two bye 						en	
xxx-id	zf2_05_148	alitalia 						en	
xxx-id	zf2_05_162	merair six nine five two climb flight level three three zero 						en	
xxx-id	zf2_05_121	airfrans six seven zero descend flight level two five zero rate at least two thousand five hundred 						en	
xxx-id	zf2_05_090	air malta one zero four good evening squawk five seven three zero 						en	
xxx-id	zf2_05_068	lufthansa three six zero four good afternoon radar contact maintain flight level two nine zero proceed trasadingen saronno two nine zero cruising level 						en	
xxx-id	zf2_05_066	reach one five three direct dinkelsbuhl 						en	
xxx-id	zf2_05_119	french air force four four one zero own navigation fusse contact milan one three four five two bye 						en	
xxx-id	zf2_05_190	speedbird two eight three nine roger squawk five seven four four 						en	
xxx-id	zf2_05_125	alitalia three two four radar contact flight planned route 						en	
xxx-id	zf2_05_226	speedbird two eight three nine three four zero final level requested occupied 						en	
xxx-id	zf2_05_218	roger israeli four four two amendment c= descend flight level two nine zero 						en	
xxx-id	zf2_05_094	good afternoon portugalia five four three radar contact climb flight level two nine zero 						en	
xxx-id	zf2_05_186	sata s= nine six zero one turn right ten degrees 						en	
xxx-id	zf2_05_056	~l ~t ~u one six zero two direct st prex 						en	
xxx-id	zf2_05_160	merair six nine five two good afternoon radar contact maintain flight level two nine zero for the time trasadingen saronno 						en	
xxx-id	zf2_05_002	tarom seven five three three contact reims one three four decimal four bye 						en	
xxx-id	zf2_05_009	that's correct stand that routing 						en	
xxx-id	zf2_05_236	airfrans two four two six good afternoon maintain three three zero trasadingen zurich east fusse radar contact 						en	
xxx-id	zf2_05_046	station calling say again your callsign please 						en	
xxx-id	zf2_05_178	air berlin five two six one contact geneva one three three one five bye bye 						en	
xxx-id	zf2_05_235	alitalia one three five good afternoon radar contact maintain flight level three one zero continue heading 						en	
xxx-id	zf2_05_153	lauda one zero nine set course direct ah luxeuil and contact reims one three four four bye bye 						en	
xxx-id	zf2_05_168	golf juliett india descend flight level two five zero 						en	
xxx-id	zf2_05_144	lufthansa four seven zero zero ah roger what is your position 						en	
xxx-id	zf2_05_132	lufthansa four seven zero zero contact geneva on one three three one five bye bye 						en	
xxx-id	zf2_05_087	that's correct and contact reims one three four decimal four 						en	
xxx-id	zf2_05_085	air malta four five zero good afternoon squawk seven five three four 						en	
xxx-id	zf2_05_109	tunair four eight zero two right turn ten degrees 						en	
xxx-id	zf2_05_082	yeah just fly heading of two eight zero 						en	
xxx-id	zf2_05_004	french line nine one six five good afternoon radar contact proceed inbound zurich east fusse 						en	
xxx-id	zf2_05_112	airfrans six seven zero good afternoon descend flight level three three zero on radar heading of one nine zero 						en	
xxx-id	zf2_05_045	lufthansa four four zero eight direct st prex 						en	
xxx-id	zf2_05_193	lufthansa three five five zero descend flight level two five zero 						en	
xxx-id	zf2_05_221	@aerovic one zero six one 						en	
xxx-id	zf2_05_192	airfrans six eight zero descend to flight level two five zero 						en	
xxx-id	zf2_05_191	affirm 						en	
xxx-id	zf2_05_214	[FRAGMENT] you 						en	
xxx-id	zf2_05_058	good afternoon condor six zero seven radar contact maintain flight level three four zero direct trasadingen tango 						en	
xxx-id	zf2_05_138	alright and confirm you're looking for three hundred to cruise 						en	
xxx-id	zf2_05_166	lufthansa five nine three one set course direct tango 						en	
xxx-id	zf2_05_089	air malta four five zero radar contact proceed inbound ageri zurich east nelli 						en	
xxx-id	zf2_05_134	alitalia four zero four ageri zurich east nelli 						en	
xxx-id	zf2_05_126	tunis air four eight zero two direct karlsruhe 						en	
xxx-id	zf2_05_042	@bama one five resume own navigation direct resia 						en	
xxx-id	zf2_05_202	lufthansa four six six five descend flight level two nine zero 						en	
xxx-id	zf2_05_032	condor triple six 						en	
xxx-id	zf2_05_185	airfrans six eight zero descend flight level three three zero 						en	
xxx-id	zf2_05_054	reach six zero one five three ah roger non ~r ~v ~s ~m maintain flight level three zero zero and continue heading 						en	
xxx-id	zf2_05_141	air malta four five zero contact rhein control one three two decimal four bye bye 						en	
xxx-id	zf2_05_114	ah roger call you back 						en	
xxx-id	zf2_05_098	good afternoon airlink one three radar contact maintain flight level three one zero flight planned route 						en	
xxx-id	zf2_05_255	thank you you too 						en	
xxx-id	zf2_05_232	that's correct direct fribourg 						en	
xxx-id	zf2_05_244	israeli four four two contact milan one three four five two bye 						en	
xxx-id	zf2_05_015	good afternoon lufthansa four four zero eight radar contact continue advi= as cleared i'll call you back with climb in approximately twenty miles 						en	
xxx-id	zf2_05_176	lufthansa four six six five good afternoon radar contact descend to flight level three four zero 						en	
xxx-id	zf2_05_204	lufthansa three five five zero further contact milan on ah one tw= three four decimal five two bye bye 						en	
xxx-id	zf2_05_159	lufthansa four six six five 						en	
xxx-id	zf2_05_181	airfrans six eight zero roger descend flight level three four zero 						en	
xxx-id	zf2_05_196	yeah right turn one five degrees 						en	
xxx-id	zf2_05_155	aero lloyd five three three 						en	
xxx-id	zf2_05_014	lufthansa four three nine zero descend level two nine zero 						en	
xxx-id	zf2_05_238	alitalia two nine one descend flight level two five zero 						en	
xxx-id	zf2_05_242	sunwing five two one two climb flight level three four zero 						en	
xxx-id	zf2_05_037	french line nine one six five contact ah milan one three four five two bye bye 						en	
xxx-id	zf2_05_140	sata nine six zero one continue heading until advised 						en	
xxx-id	zf2_05_072	spar eight nine good afternoon squawk two seven seven four 						en	
xxx-id	zf2_05_097	french air force four four one zero good afternoon radar contact descend flight level three two zero 						en	
xxx-id	zf2_05_182	[EMPTY] 						en	
xxx-id	zf2_05_053	[EMPTY] 						en	
xxx-id	zf2_05_149	alitalia four one six and alitalia four zero four inbound zurich east 						en	
xxx-id	zf2_05_021	airfrans six eight nine good afternoon squawk five seven two one 						en	
xxx-id	zf2_05_104	air berlin five two six one good afternoon radar contact maintain flight level three three zero trasadingen st prex 						en	
xxx-id	zf2_05_120	airfrans six seven zero descend flight level two five zero rate at least two thousand five hundred 						en	
xxx-id	zf2_05_071	@bama one five contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_106	lufthansa three five five zero good afternoon radar contact trasadingen canne 						en	
xxx-id	zf2_05_039	[EMPTY] 						en	
xxx-id	zf2_05_254	thank you very much indeed 						en	
xxx-id	zf2_05_240	sunwing five two one two good afternoon radar contact maintain three three zero for the time trasadingen st prex 						en	
xxx-id	zf2_05_206	roger 						en	
xxx-id	zf2_05_180	delta foxtrot sierra roger i'll call you back 						en	
xxx-id	zf2_05_051	[EMPTY] 						en	
xxx-id	zf2_05_025	lufthansa four four zero eight climb flight level three one zero 						en	
xxx-id	zf2_05_016	@bama one five good afternoon radar contact your heading 						en	
xxx-id	zf2_05_047	alitalia one five zero roger squawk two seven four five 						en	
xxx-id	zf2_05_052	japan air four one nine contact milan on one three four five two bye bye 						en	
xxx-id	zf2_05_234	[EMPTY] 						en	
xxx-id	zf2_05_150	sata nine six zero one descend flight level three three zero 						en	
xxx-id	zf2_05_197	merair six nine four four good afternoon maintain three three zero trasadingen and then canne 						en	
xxx-id	zf2_05_198	@aviva one zero six one 						en	
xxx-id	zf2_05_020	lufthansa four three nine zero milan one three four five two bye 						en	
xxx-id	zf2_05_165	tunis air four eight zero two contact rhein control one two zero nine two bye bye 						en	
xxx-id	zf2_05_076	[FRAGMENT] 						en	
xxx-id	zf2_05_124	lufthansa five nine three one good afternoon radar contact maintain flight level three four zero continue present heading until advised 						en	
xxx-id	zf2_05_117	~i ~f ~o two two bravo good afternoon squawk seven five three five 						en	
xxx-id	zf2_05_246	tunis air four six nine four radar contact 						en	
xxx-id	zf2_05_239	alitalia one three five slightly left t= by ten degrees 						en	
xxx-id	zf2_05_001	alitalia one five eight good afternoon squawk five seven two zero 						en	
xxx-id	zf2_05_127	~i ~f ~o two two bravo radar contact maintain flight level three four zero trasadingen luxeuil 						en	
xxx-id	zf2_05_040	airfrans zero zero nine november good afternoon squawk two seven four four 						en	
xxx-id	zf2_05_170	alitalia three two four turn left for hochwald 						en	
xxx-id	zf2_05_252	air portugal five six seven climb flight level three four zero 						en	
xxx-id	zf2_05_035	good afternoon japan air four one nine radar contact descend flight level two five zero the rate at least two thousand until passing three three zero 						en	
xxx-id	zf2_05_010	airfrans one five zero nine your rate of climb will be 						en	
xxx-id	zf2_05_043	speedway three three five two 						en	
xxx-id	zf2_05_209	cross air five one eight contact rhein control on one three two decimal four bye 						en	
xxx-id	zf2_05_100	alitalia four one six good afternoon squawk zero four two zero correction seven five three three sorry 						en	
xxx-id	zf2_05_215	delta mike echo further climb clearance contact radar one three three point four bye bye 						en	
xxx-id	zf2_05_245	algerie ah two zero seven three good afternoon radar contact maintain flight level two nine zero trasadingen st prex two nine zero cruising level 						en	
xxx-id	zf2_05_122	lufthansa three six zero four own navigation canne 						en	
xxx-id	zf2_05_099	lauda one zero nine good afternoon ahm maintain flight level three four zero squawk two seven four six 						en	
xxx-id	zf2_05_123	cross air five one eight good afternoon radar contact call you back with higher continue heading 						en	
xxx-id	zf2_05_229	airfrans six four seven contact reims one three four four bye 						en	
xxx-id	zf2_05_081	airfrans zero nine november continue heading of two eight zero 						en	
xxx-id	zf2_05_152	good afternoon golf juliett india radar contact descend flight level three three zero 						en	
xxx-id	zf2_05_231	@aerovic one zero six one descend flight level two five zero 						en	
xxx-id	zf2_05_065	[EMPTY] 						en	
xxx-id	zf2_05_146	[EMPTY] 						en	
xxx-id	zf2_05_049	~l ~t ~u one six zero two left turn ten degrees 						en	
xxx-id	zf2_05_050	alitalia one five zero radar contact climb flight level three zero zero direct karlsruhe 						en	
xxx-id	zf2_05_083	airfrans two six two one contact reims one three four decimal four bye bye 						en	
xxx-id	zf2_05_012	[EMPTY] 						en	
xxx-id	zf2_05_055	airfrans six eight nine turn left inbound hochwald morok 						en	
xxx-id	zf2_05_187	sabena eight zero six good afternoon squawk two seven four one 						en	
xxx-id	zf2_05_253	[EMPTY] 						en	
xxx-id	zf2_05_216	sata nine six zero one contact geneva one three three one five bye 						en	
xxx-id	zf2_05_151	lufthansa five five zero four good afternoon radar contact maintain flight level three three zero proceed direct fribourg 						en	
xxx-id	zf2_05_173	delta mike india roger ah what is your destination 						en	
xxx-id	zf2_05_251	good afternoon air portugal five six seven radar contact squawk two seven five four 						en	
xxx-id	zf2_05_224	roger israeli four four two continue right turn heading of two hundred 						en	
xxx-id	zf2_05_078	spar eight nine for further climb contact radar on one three three decimal four and ah state your heading to radar bye bye 						en	
xxx-id	zf2_05_201	alitalia three two four contact reims one three four four bye 						en	
xxx-id	zf2_05_105	aero lloyd five three three good afternoon radar contact direct nelli 						en	
xxx-id	zf2_05_205	sabena eight zero six your heading 						en	
xxx-id	zf2_05_175	alitalia two nine one good afternoon radar contact maintain flight level three three zero trasadingen canne 						en	
xxx-id	zf2_05_241	speedbird two eight three nine turn left inbound hochwald morok 						en	
xxx-id	zf2_05_092	condor six zero seven contact rhein control on one three two decimal four bye bye 						en	
xxx-id	zf2_05_225	sabena eight zero six climb flight level three six zero 						en	
xxx-id	zf2_05_103	lauda one zero nine radar contact maintain flight level three four zero and set course inbound hochwald luxeuil 						en	
xxx-id	zf2_05_167	cross air five one eight turn left heading zero two zero 						en	
xxx-id	zf2_05_154	aero lloyd five three three contact rhein control on one three two decimal four bye bye 						en	
xxx-id	zf2_05_096	lufthansa three six zero four left turn ten degrees 						en	
xxx-id	zf2_05_247	[EMPTY] 						en	
xxx-id	zf2_05_101	tunis air four eight zero two radar contact direct karlsruhe 						en	
xxx-id	zf2_05_102	french air force four four one zero descend to flight level two nine zero and radar a heading of zero nine zero 						en	
xxx-id	zf2_05_172	alitalia four zero four contact rhein control one three two decimal four bye bye 						en	
xxx-id	zf2_05_177	lufthansa five nine three one contact rhein control on one three two decimal four bye bye 						en	
xxx-id	zf2_05_044	~l ~t ~u one six zero two good afternoon radar contact climb flight level two nine zero 						en	
xxx-id	zf2_05_183	israeli four four two good afternoon call you back with lower 						en	
xxx-id	zf2_05_062	cross air six six three 						en	
xxx-id	zf2_05_184	lufthansa five five zero four descend flight level two five zero your rate of descent at least two thousand five hundred 						en	
xxx-id	zf2_05_095	tunair four eight zero two goo= good afternoon squawk two seven five one 						en	
xxx-id	zf2_05_074	roger call you back 						en	
xxx-id	zf2_05_223	israeli four four two your rate of descent 						en	
xxx-id	zf2_05_031	[EMPTY] 						en	
xxx-id	zf2_05_135	sata nine six zero one good afternoon squawk two seven six four 						en	
xxx-id	zf2_05_130	[EMPTY] 						en	
xxx-id	zf2_05_069	lufthansa three six zero four climb flight level three three zero rate at least two thousand until three one zero climbing 						en	
xxx-id	zf2_05_017	@bama one five roger due to crossing traffic turn right heading of one eight zero i'll call you back with direct again 						en	
xxx-id	zf2_05_210	delta foxtrot sierra further climb geneva one three three one five bye 						en	
xxx-id	zf2_05_036	lufthansa four four zero eight continue climb level three three zero 						en	
xxx-id	zf2_05_080	airfrans six eight nine contact reims one three four four bye 						en	
xxx-id	zf2_05_139	alright cross air five one eight then climb flight level three zero zero 						en	
xxx-id	zf2_05_212	sabena eight zero six climb flight level three four zero 						en	
xxx-id	zf2_05_107	alitalia four one six radar contact climb flight level three zero zero final level 						en	
xxx-id	zf2_05_116	alitalia three two four good afternoon squawk five seven four seven 						en	
xxx-id	zf2_05_188	del= 						en	
xxx-id	zf2_05_243	tunair four six nine four good afternoon squawk two seven five six 						en	
xxx-id	zf2_05_249	merair six nine five two contact milan one three four five two bye 						en	
xxx-id	zf2_05_189	delta mike echo climb flight level three four zero 						en	
xxx-id	zf2_05_250	alitalia two nine one contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_023	lufthansa five three zero five roger turn right heading of zero one zero 						en	
xxx-id	zf2_05_147	airfrans six four seven good afternoon squawk five seven two seven 						en	
xxx-id	zf2_05_161	sata nine six zero one you're cleared direct st prex 						en	
xxx-id	zf2_05_199	roger what is your position 						en	
xxx-id	zf2_05_200	~i ~f ~o two two bravo contact reims one three four four bye 						en	
xxx-id	zf2_05_029	~k ~l ~m three four six contact now rhein control on one two zero nine two bye bye 						en	
xxx-id	zf2_05_048	speedway three three five two roger good afternoon proceed inbound zurich east fusse descend flight level two nine zero 						en	
xxx-id	zf2_05_143	lufthansa four seven seven zero 						en	
xxx-id	zf2_05_091	alitalia one five zero contact rhein control one two zero nine two bye bye 						en	
xxx-id	zf2_05_169	sorry i missed ah your destination descend flight level two nine zero 						en	
xxx-id	zf2_05_011	yes please at least two thousand and contact radar on one three three point four for higher bye bye 						en	
xxx-id	zf2_05_230	israeli four four two own navigation direct canne 						en	
xxx-id	zf2_05_077	airfrans zero nine november fly heading of two seven zero 						en	
xxx-id	zf2_05_237	@aerovic one zero six one contact geneva on contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_005	lufthansa four seven zero three good afternoon radar contact maintain flight level three four zero zurich east fusse 						en	
xxx-id	zf2_05_164	~i ~f ~o two two bravo inbound luxeuil 						en	
xxx-id	zf2_05_128	air malta one zero four for climb clearance contact radar one three three point four bye bye 						en	
xxx-id	zf2_05_063	~l ~t ~u six six correction ~l ~t ~u one six zero two contact now geneva one three three decimal one five bye bye 						en	
xxx-id	zf2_05_026	airfrans six eight nine radar contact call you back with direct 						en	
xxx-id	zf2_05_195	sabena eight zero six turn right one five degrees 						en	
xxx-id	zf2_05_136	lufthansa five nine three one right turn ten degrees 						en	
xxx-id	zf2_05_003	[EMPTY] 						en	
xxx-id	zf2_05_019	iberia three five three zero contact milan one three four five two bye bye 						en	
xxx-id	zf2_05_027	speedway three three five two 						en	
xxx-id	zf2_05_174	roger 						en	
xxx-id	zf2_05_113	air malta one zero four due to traffic descend flight level three three zero 						en	
xxx-id	zf2_05_059	reach six zero one five three resume own navigation direct tango 						en	
xxx-id	zf2_05_227	sabena eight zero six i ah turn now left heading of ah three four zero 						en	
xxx-id	zf2_05_142	[EMPTY] 						en	
xxx-id	zf2_05_088	[EMPTY] 						en	
xxx-id	zf2_05_064	reach six zero one five three amendment to a clearance direct dinkelsbuhl 						en	
xxx-id	zf2_05_110	alitalia four one six right turn ten degrees 						en	
xxx-id	zf2_02_200	alitalia four eight five milan one three four five two bye 						en	
xxx-id	zf2_02_042	hapag lloyd six five three continue climb flight level three four zero 						en	
xxx-id	zf2_02_201	hapag lloyd three five five one good morning radar contact call you back with lower 						en	
xxx-id	zf2_02_083	air berlin five zero eight one contact geneva on ah one three three one five bye bye 						en	
xxx-id	zf2_02_169	sabena eight two six alfa contact rhein control on one two zero decimal nine two bye bye 						en	
xxx-id	zf2_02_114	gulf air zero three two set course direct ah fusse and contact now milan one three four five two bye bye 						en	
xxx-id	zf2_02_212	lufthansa four three seven six roger good morning radar contact 						en	
xxx-id	zf2_02_021	good morning emirates eight one radar contact proceed trasadingen zurich east fusse 						en	
xxx-id	zf2_02_110	lufthansa triple five zero contact geneva on ah one ohh milan one three four five two bye bye 						en	
xxx-id	zf2_02_077	gulf air zero three two set course direct fusse 						en	
xxx-id	zf2_02_090	airfrans three two six one contact geneva one three three one five bye bye 						en	
xxx-id	zf2_02_162	united six nine contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_058	okay sorry hapag lloyd one seven one ah radar contact continue climb flight level two nine zero 						en	
xxx-id	zf2_02_131	oscar alfa victor set course direct st prex 						en	
xxx-id	zf2_02_016	good morning lufthansa four three five six ah radar contact anyhow squawk two seven one two and climb flight level three two zero 						en	
xxx-id	zf2_02_064	swissair six five five two good morning radar contact continue climb flight level two nine zero 						en	
xxx-id	zf2_02_126	jet set four four two contact now milan one three four five two bye bye 						en	
xxx-id	zf2_02_143	united six nine descend to flight level two nine zero 						en	
xxx-id	zf2_02_060	airfrans one five five four and turn left heading zero nine zero 						en	
xxx-id	zf2_02_139	saudia three four one set course direct fusse contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_079	good morning aero lloyd five one seven radar contact continue present heading until advised 						en	
xxx-id	zf2_02_210	roger further contact milan one three four five two bye 						en	
xxx-id	zf2_02_028	~t ~w ~a eight eight one contact milan one three four decimal five two bye 						en	
xxx-id	zf2_02_071	aero lloyd five one seven 						en	
xxx-id	zf2_02_001	swissair six five two zero proceed direct trasadingen 						en	
xxx-id	zf2_02_155	alitalia four zero one good morning radar contact maintain flight level two nine zero proceed trasadingen canne 						en	
xxx-id	zf2_02_010	airfrans three two eight ah six one ah roger squawk ah three one four zero confirm 						en	
xxx-id	zf2_02_112	lufthansa four three nine three own navigation direct fusse contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_197	lufthansa four four one six climb flight level three three zero 						en	
xxx-id	zf2_02_106	airfrans one five five four 						en	
xxx-id	zf2_02_132	alitalia two nine two radar contact trasadingen karlsruhe climb flight level three two zero 						en	
xxx-id	zf2_02_088	~u ~s air one four descend flight level three four zero left turn heading zero nine zero 						en	
xxx-id	zf2_02_176	lufthansa eight two two one contact milan one three four decimal five two bye bye 						en	
xxx-id	zf2_02_101	lufthansa triple five zero resume own navigation inbound fribourg 						en	
xxx-id	zf2_02_003	austrian two two contact milan one three four decimal five two bye 						en	
xxx-id	zf2_02_018	sabena seven eight one six further climb clearance contact radar one three three five four bye 						en	
xxx-id	zf2_02_206	jetaviation seven zero one proceed direct fribourg 						en	
xxx-id	zf2_02_068	@ingishire correction foxtrot sierra india descend flight level two five zero 						en	
xxx-id	zf2_02_074	speedway three four six nine descend flight level three zero zero 						en	
xxx-id	zf2_02_199	alitalia four zero one milan one three four five two bye bye 						en	
xxx-id	zf2_02_067	swissair four eight eight good morning radar contact continue climb flight level three one zero 						en	
xxx-id	zf2_02_027	roger call you back 						en	
xxx-id	zf2_02_196	good morning delta seven six ah radar contact descend flight level three three zero 						en	
xxx-id	zf2_02_105	[FRAGMENT] 						en	
xxx-id	zf2_02_035	air berlin five zero eight one ah good morning ah radar contact maintain for the time three three zero trasadingen st prex 						en	
xxx-id	zf2_02_148	transwede one zero seven contact geneva one three three one five bye bye 						en	
xxx-id	zf2_02_019	roger one three three decimal four 						en	
xxx-id	zf2_02_182	netherlands air force four one four descend flight level two five zero 						en	
xxx-id	zf2_02_204	lauda six eight six nine contact milan one three four five two bye 						en	
xxx-id	zf2_02_051	emirates eight one contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_215	<OT> thank you very much </OT> 						en	
xxx-id	zf2_02_046	air inter three two zero papa hotel radar contact climb flight level three two zero 						en	
xxx-id	zf2_02_127	~u ~s air one four own navigation direct fusse contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_141	[EMPTY] 						en	
xxx-id	zf2_02_107	swissair four eight eight turn left inbound trasadingen tango 						en	
xxx-id	zf2_02_193	good morning turkish nine two five ah squawk one zero zero five and proceed direct hochwald morok 						en	
xxx-id	zf2_02_189	good morning lauda six eight six nine radar contact descend flight level three three zero 						en	
xxx-id	zf2_02_069	airfrans three five six radar contact climb flight level three two zero 						en	
xxx-id	zf2_02_172	lufthansa four six five two direct st prex 						en	
xxx-id	zf2_02_170	alitalia two nine two contact rhein control on one two zero decimal nine two bye bye 						en	
xxx-id	zf2_02_104	~u ~s air one four left turn heading of zero nine zero confirm 						en	
xxx-id	zf2_02_011	roger identified 						en	
xxx-id	zf2_02_177	shamrock four eight two two contact milan one three four decimal five two bye bye 						en	
xxx-id	zf2_02_043	air inter three two zero papa hotel good morning squawk two seven one two 						en	
xxx-id	zf2_02_081	gulf air zero three two amendment to a clearance a left turn heading of zero eight five 						en	
xxx-id	zf2_02_203	sabena nine three eight nine correction nine three six nine radar contact maintain flight level three zero zero trasadingen and fribourg ah correction direct fribourg 						en	
xxx-id	zf2_02_009	~t ~w ~a eight eight one set course direct fusse 						en	
xxx-id	zf2_02_066	airfrans three five six roger good morning squawk seven five three six 						en	
xxx-id	zf2_02_187	alitalia four zero one resume own navigation direct canne 						en	
xxx-id	zf2_02_095	lufthansa four three nine three set course direct fusse 						en	
xxx-id	zf2_02_152	expect ah in one minute opposite traffic 						en	
xxx-id	zf2_02_044	airfrans one five five four good morning radar contact maintain flight level three four zero trasadingen zurich east fusse 						en	
xxx-id	zf2_02_085	good morning transwede one zero seven radar contact maintain flight level three three zero trasadingen st prex 						en	
xxx-id	zf2_02_056	lufthansa four three nine three good morning radar contact proceed via trasadingen zurich east fusse 						en	
xxx-id	zf2_02_063	[FRAGMENT] 						en	
xxx-id	zf2_02_099	aero lloyd five one seven turn left heading of zero two zero 						en	
xxx-id	zf2_02_133	@aviva nine zero eight one set course direct fusse and further contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_078	aero lloyd five one seven from zurich 						en	
xxx-id	zf2_02_153	united six nine contact milan one three four decimal five two bye bye 						en	
xxx-id	zf2_02_012	good morning lufthansa four seven two three radar contact 						en	
xxx-id	zf2_02_080	oscar alfa victor good morning squawk two seven six two 						en	
xxx-id	zf2_02_108	@aviva nine zero eight one your rate of descent at least two thousand five hundred 						en	
xxx-id	zf2_02_089	air berlin five zero eight one contact geneva on ah frequency one three three one five bye bye 						en	
xxx-id	zf2_02_157	[EMPTY] 						en	
xxx-id	zf2_02_039	hapag lloyd six five three climb flight level three three zero 						en	
xxx-id	zf2_02_213	alitalia one four nine good morning radar contact 						en	
xxx-id	zf2_02_062	one three four four 						en	
xxx-id	zf2_02_150	netherlands air force four one four good morning radar contact maintain flight level three four zero trasadingen saronno 						en	
xxx-id	zf2_02_156	alitalia four zero one now you're recleared flight level three three zero the rate of climb at least two thousand 						en	
xxx-id	zf2_02_038	hamburg air two five four six good morning radar contact climb flight level two nine zero 						en	
xxx-id	zf2_02_073	~u ~s air one four good morning radar contact call you back with lower 						en	
xxx-id	zf2_02_041	jetcom one three three roger further climb contact radar one three three decimal four bye 						en	
xxx-id	zf2_02_048	transavia three eight one contact milan one three four five two bye bye 						en	
xxx-id	zf2_02_116	jet set four four two contact milan one three four five two bye 						en	
xxx-id	zf2_02_005	[EMPTY] 						en	
xxx-id	zf2_02_118	sorry 						en	
xxx-id	zf2_02_040	jetcom one three three your rate of climb 						en	
xxx-id	zf2_02_045	hapag lloyd six five three further climb clearance contact radar one three three decimal four bye bye 						en	
xxx-id	zf2_02_167	alitalia four zero one report your heading 						en	
xxx-id	zf2_02_053	gulf air zero three two good morning radar contact maintain flight level three four zero proceed trasadingen zurich east fusse 						en	
xxx-id	zf2_02_161	oscar alfa victor contact geneva one three three one five bye bye 						en	
xxx-id	zf2_02_100	foxtrot sierra india contact milan one three four five two bye bye 						en	
